Период,Запрос,Число запросов
"июнь 2025","сервисы защиты от ddos атак","96"
"июль 2025","сервисы защиты от ddos атак","40"
"август 2023","l4 ddos защита","0"
"сентябрь 2023","l4 ddos защита","0"
"октябрь 2023","l4 ddos защита","0"
"ноябрь 2023","l4 ddos защита","0"
"декабрь 2023","l4 ddos защита","26"
"январь 2024","l4 ddos защита","16"
"февраль 2024","l4 ddos защита","12"
"март 2024","l4 ddos защита","21"
"апрель 2024","l4 ddos защита","26"
"май 2024","l4 ddos защита","24"
"июнь 2024","l4 ddos защита","25"
"июль 2024","l4 ddos защита","18"
"август 2024","l4 ddos защита","19"
"сентябрь 2024","l4 ddos защита","12"
"октябрь 2024","l4 ddos защита","29"
"ноябрь 2024","l4 ddos защита","30"
"декабрь 2024","l4 ddos защита","37"
"январь 2025","l4 ddos защита","19"
"февраль 2025","l4 ddos защита","38"
"март 2025","l4 ddos защита","34"
"апрель 2025","l4 ddos защита","36"
"май 2025","l4 ddos защита","31"
"июнь 2025","l4 ddos защита","19"
"июль 2025","l4 ddos защита","42"
"август 2023","хостинг с защитой от атак","5"
"сентябрь 2023","хостинг с защитой от атак","18"
"октябрь 2023","хостинг с защитой от атак","0"
"ноябрь 2023","хостинг с защитой от атак","20"
"декабрь 2023","хостинг с защитой от атак","22"
"январь 2024","хостинг с защитой от атак","37"
"февраль 2024","хостинг с защитой от атак","26"
"март 2024","хостинг с защитой от атак","27"
"апрель 2024","хостинг с защитой от атак","21"
"май 2024","хостинг с защитой от атак","49"
"июнь 2024","хостинг с защитой от атак","18"
"июль 2024","хостинг с защитой от атак","27"
"август 2024","хостинг с защитой от атак","33"
"сентябрь 2024","хостинг с защитой от атак","8"
"октябрь 2024","хостинг с защитой от атак","25"
"ноябрь 2024","хостинг с защитой от атак","23"
"декабрь 2024","хостинг с защитой от атак","45"
"январь 2025","хостинг с защитой от атак","51"
"февраль 2025","хостинг с защитой от атак","26"
